date,rf
2022-12-22,8.009225731919756e-05
2022-12-23,0.00013749003127272452
2022-12-27,-9.320087054642823e-05
2022-12-28,0.00012176023310783712
2022-12-29,0.00013881775411905828
2022-12-30,0.0001886092335694478
2023-01-03,-0.00012352056055875416
2023-01-04,9.939018227123064e-05
2023-01-05,-0.00011482074768798256
2023-01-06,0.0001266261706251992
2023-01-09,3.564394005306504e-05
2023-01-10,8.279202782923711e-05
2023-01-11,0.0001282468625822819
2023-01-12,0.0002814334982184086
2023-01-13,0.0001046312659542803
2023-01-17,2.4112424459321602e-05
2023-01-18,0.0001682221609144996
2023-01-19,0.00010736375175479651
2023-01-20,8.829230077123107e-05
2023-01-23,0.00010927663351756323
2023-01-24,0.00014680692144186658
2023-01-25,0.0001462251228208089
2023-01-26,0.00014564357655810767
2023-01-27,9.21341518056451e-05
2023-01-30,9.434165620825219e-05
2023-01-31,0.00014499812454160654
2023-02-01,0.00022757680155116589
2023-02-02,0.00015196424317887036
2023-02-03,3.061291263883881e-05
2023-02-06,8.170457646694551e-05
2023-02-07,0.00012886370010645187
2023-02-08,0.00012884709639271463
2023-02-09,1.655991137372581e-05
2023-02-10,8.588557571398425e-05
2023-02-13,8.81003378674361e-05
2023-02-14,0.0001523384370918368
2023-02-15,0.00015175421987523308
2023-02-16,4.880079068514398e-05
2023-02-17,0.00013181179519250463
2023-02-21,9.362114828848078e-05
2023-02-22,0.00015106908706075117
2023-02-23,0.00013199033864341736
2023-02-24,0.00011376009620867045
2023-02-27,9.747178359909014e-05
2023-02-28,0.0001669181641690276
2023-03-01,0.00010712550498004347
2023-03-02,0.000107676308710003
2023-03-03,0.000133245627350842
2023-03-06,8.486097131554793e-05
2023-03-07,-0.00012896649231386448
2023-03-08,8.964186809157226e-05
2023-03-09,0.00018404439094510394
2023-03-10,0.00022895966067904006
2023-03-13,0.00042399532762749104
2023-03-14,0.00011002366070056446
2023-03-15,0.0003914952086039314
2023-03-16,0.00017140499071843784
2023-03-17,0.0005699431291001922
2023-03-20,-0.000462982165657988
2023-03-21,0.00019010127519258901
2023-03-22,0.00010989017150153657
2023-03-23,0.00024582421186281067
2023-03-24,0.00012806619761374094
2023-03-27,-0.00019972895128550494
2023-03-28,0.000330333064826549
2023-03-29,0.00012996092209527355
2023-03-30,-0.00014786734954497227
2023-03-31,0.0003394729766066362
2023-04-03,-9.105348886617737e-05
2023-04-04,0.00020741849970651316
2023-04-05,0.00018152379956859477
2023-04-06,1.320444298591461e-05
2023-04-10,-0.0001606489769299113
2023-04-11,0.0002511245830743025
2023-04-12,0.00018169665925271694
2023-04-13,-3.846664646922626e-05
2023-04-14,7.412835999409673e-05
2023-04-17,-2.6384853970995437e-05
2023-04-18,0.00018301466699743862
2023-04-19,0.00020206510537690292
2023-04-20,0.00022026258667384724
2023-04-21,0.00011978523937283825
2023-04-24,2.6919893127974603e-05
2023-04-25,0.0002708741326982178
2023-04-26,8.466028518738788e-05
2023-04-27,8.63349684654402e-05
2023-04-28,0.00028224612983662745
2023-05-01,-0.00024476291757413726
2023-05-02,0.00019416983951447975
2023-05-03,0.00011788604161733218
2023-05-04,0.00011843478167916643
2023-05-05,0.00014345507324642348
2023-05-08,2.5304710893570004e-05
2023-05-09,0.0001914674673999528
2023-05-10,0.00025945762393608796
2023-05-11,0.00023381662930832547
2023-05-12,5.169735916399354e-05
2023-05-15,0.0001859354180571149
2023-05-16,0.000120751309028444
2023-05-17,7.918083217384186e-05
2023-05-18,6.008282445413293e-05
2023-05-19,0.00018529103606890196
2023-05-22,-9.204051578604044e-05
2023-05-23,0.00026323765477132
2023-05-24,8.809687738664529e-05
2023-05-25,0.0001461606049759645
2023-05-26,0.00023870345037280138
2023-05-30,-6.391044464837403e-05
2023-05-31,0.00018221247432204102
2023-06-01,0.00019934632425644416
2023-06-02,0.000172844983385545
2023-06-05,0.00022059800066176471
2023-06-06,0.00019466855708971664
2023-06-07,0.0001935056358515208
2023-06-08,0.00023958561811410206
2023-06-09,0.00016727617042699983
2023-06-12,7.615335092991948e-05
2023-06-13,0.00021102144494911101
2023-06-14,0.00016546658909311063
2023-06-15,0.0002081332052514817
2023-06-16,9.969218983307826e-05
2023-06-20,4.18205348931e-05
2023-06-21,0.00012433370605391403
2023-06-22,0.00014452347243598673
2023-06-23,0.00014450258842013675
2023-06-26,-2.2156811326334847e-05
2023-06-27,0.00023812088126606845
2023-06-28,0.00016347635411273487
2023-06-29,0.00010990095456819837
2023-06-30,0.0001979121113242499
2023-07-03,4.530782587153226e-05
2023-07-05,0.0001465891160534749
2023-07-06,9.818062027089347e-05
2023-07-07,0.00017102566453863766
2023-07-10,7.760058976469253e-05
2023-07-11,0.00014759836376665447
2023-07-12,0.00017006444177392055
2023-07-13,0.00014727043798901107
2023-07-14,0.00012533004515247193
2023-07-17,0.00012640094379379185
2023-07-18,0.00016851329148592775
2023-07-19,0.0001269252909874563
2023-07-20,0.00014768635013129305
2023-07-21,0.0001277326362219
2023-07-24,0.000128800997407863
2023-07-25,0.00014814415773312106
2023-07-26,0.0001481222142922789
2023-07-27,0.0001481002773515705
2023-07-28,0.0001480783469072211
2023-07-31,0.0001480125945261257
2023-08-01,0.00017429628227993987
2023-08-02,0.0001483653210279101
2023-08-03,0.00014834331202484563
2023-08-04,0.00012355418385689987
2023-08-07,0.00012462752405895117
2023-08-08,0.0001251745763404255
2023-08-09,0.00019575415977590715
2023-08-10,0.0001484740912709448
2023-08-11,0.00014845204998814587
2023-08-14,0.00012646531140814155
2023-08-15,0.000148648200569923
2023-08-16,0.00014862610756671835
2023-08-17,0.00014860402112937265
2023-08-18,0.00016936656063704092
2023-08-21,0.000108366573235541
2023-08-22,0.00014877735889307075
2023-08-23,0.00014875522748325487
2023-08-24,0.00012965036495726778
2023-08-25,9.259539851358412e-05
2023-08-28,0.00014977743745947514
2023-08-29,0.00016742273314673817
2023-08-30,0.00016683392117755602
2023-08-31,0.0001491442707293178
2023-09-01,0.0002004737035941062
2023-09-05,0.00010073468790539053
2023-09-06,0.00017359508959402525
2023-09-07,0.00017300235030015543
2023-09-08,0.00012572142158018274
2023-09-11,0.0001267926327577218
2023-09-12,0.0001495457407572065
2023-09-13,0.0001714459810251423
2023-09-14,0.00014921673857726248
2023-09-15,0.00012784084124328743
2023-09-18,0.000169913655778009
2023-09-19,0.0001491054934001923
2023-09-20,0.0001092154233517384
2023-09-21,0.00014962844141908072
2023-09-22,0.000168973444223397
2023-09-25,9.370556700827315e-05
2023-09-26,0.00016831758161317545
2023-09-27,0.00014977743745947514
2023-09-28,0.00018509045875503283
2023-09-29,0.00014916651806085035
2023-10-02,7.376981789564141e-05
2023-10-03,0.0001506257302532621
2023-10-04,0.00017537513529641835
2023-10-05,0.00015029518650111484
2023-10-06,0.00010187019036211886
2023-10-09,0.00015077457625611856
2023-10-10,0.0001968774117482308
2023-10-11,0.00015015977675125747
2023-10-12,0.00012764476293791738
2023-10-13,0.0001503991903744062
2023-10-16,0.00017168684432000703
2023-10-17,0.00012895373847832126
2023-10-18,0.00017107342252198343
2023-10-19,0.00017048244002793034
2023-10-20,0.00019011027800175384
2023-10-23,0.00012967219878579073
2023-10-24,0.0001683836182946319
2023-10-25,0.00013019474215258953
2023-10-26,0.00014925557379785737
2023-10-27,0.0001492332998960233
2023-10-30,0.0001317824501665399
2023-10-31,0.00014942721436828066
2023-11-01,0.00020135377322882952
2023-11-02,0.00022552713801005098
2023-11-03,0.0001736814844841561
2023-11-06,9.988320698828268e-05
2023-11-07,0.00017273849024301846
2023-11-08,0.0001485181934786084
2023-11-09,0.00017183928217856526
2023-11-10,0.00017124736977836008
2023-11-13,0.00010343121823996881
2023-11-14,0.00019222727334056167
2023-11-15,0.00014779548701127077
2023-11-16,0.00016912497211696298
2023-11-17,0.0001474677677593128
2023-11-20,0.00010697214091681673
2023-11-21,0.00016788057234351506
2023-11-22,0.00012799446704603312
2023-11-24,0.000128800997407863
2023-11-27,0.0001481002773515705
2023-11-28,0.00016602723744152392
2023-11-29,0.0001831043734183968
2023-11-30,0.0001471856010430983
2023-12-01,0.00019846715790805547
2023-12-04,7.372025022100992e-05
2023-12-05,0.00017218880671454606
2023-12-06,0.00014768555635269465
2023-12-07,0.00017128994831772104
2023-12-08,0.00014735724345205092
2023-12-11,0.00010231743365385348
2023-12-12,0.00014783918694072362
2023-12-13,0.00019165669508547367
2023-12-14,0.00016886158632090087
2023-12-15,0.00012557135669610808
2023-12-18,0.00010614328107383386
2023-12-19,0.00020833321634494695
2023-12-20,0.00012688274911121233
2023-12-21,0.00018637047981417965
2023-12-22,0.00010776043508298194
2023-12-26,0.00012873673086089
2023-12-27,0.00016517685000172477
2023-12-28,0.00012925968129784415
2023-12-29,0.00023409519403982948
